gloss,video_id,url,split,signer_id,local_path,available,opened
no,38542,http://www.aslpro.com/main/n/no.swf,train,25,,False,False
no,38525,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4,test,36,data\raw\wlasl_mirror\videos\38525.mp4,True,True
no,38544,http://www.aslsearch.com/signs/videos/no.mp4,train,41,,False,False
no,38527,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4,train,3,data\raw\wlasl_mirror\videos\38527.mp4,True,True
no,38529,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4,train,13,data\raw\wlasl_mirror\videos\38529.mp4,True,True
no,38530,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4,train,15,data\raw\wlasl_mirror\videos\38530.mp4,True,True
no,38531,https://www.handspeak.com/word/n/no.mp4,test,20,,False,False
no,38532,https://www.signingsavvy.com/signs/mp4/23/23547.mp4,train,10,,False,False
no,38533,https://www.signingsavvy.com/signs/mp4/23/23949.mp4,val,10,,False,False
no,66183,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4,train,102,,False,False
no,38524,https://media.spreadthesign.com/video/mp4/13/48823.mp4,train,56,,False,False
no,67934,https://youtu.be/jGsh6zd3eUQ,train,109,,False,False
no,38534,https://www.signingsavvy.com/signs/mp4/6/6400.mp4,train,11,,False,False
no,38536,https://www.youtube.com/watch?v=lgNwgl10VSg,train,51,,False,False
no,38538,https://www.youtube.com/watch?v=mskmnqYYsGw,train,5,,False,False
yes,64275,https://www.youtube.com/watch?v=BRO-oYGV224,test,9,data\raw\wlasl_mirror\videos\64275.mp4,True,True
yes,69546,http://aslbricks.org/New/ASL-Videos/yes.mp4,val,118,data\raw\wlasl_mirror\videos\69546.mp4,True,True
yes,64287,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4,val,13,data\raw\wlasl_mirror\videos\64287.mp4,True,True
yes,68192,https://www.youtube.com/watch?v=-on_5PoBEak,val,109,data\raw\wlasl_mirror\videos\68192.mp4,True,True
yes,64290,https://www.handspeak.com/word/y/yes.mp4,train,14,,False,False
yes,64284,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4,train,3,data\raw\wlasl_mirror\videos\64284.mp4,True,True
yes,64291,https://www.signingsavvy.com/signs/mp4/23/23544.mp4,train,10,,False,False
yes,64292,https://www.signingsavvy.com/signs/mp4/23/23545.mp4,train,10,,False,False
yes,64293,https://www.signingsavvy.com/signs/mp4/23/23546.mp4,test,10,,False,False
yes,64294,https://www.youtube.com/watch?v=0usayvOXzHo,train,5,data\raw\wlasl_mirror\videos\64294.mp4,True,True
yes,64295,https://www.youtube.com/watch?v=3J2KaRL9i_Q,train,5,data\raw\wlasl_mirror\videos\64295.mp4,True,True
yes,64296,https://www.youtube.com/watch?v=gpNDuOwyW7Q,train,47,data\raw\wlasl_mirror\videos\64296.mp4,True,True
yes,66820,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4,train,88,,False,False
yes,64297,https://www.youtube.com/watch?v=JLNxO35tB-U,test,5,data\raw\wlasl_mirror\videos\64297.mp4,True,True
yes,64280,https://media.spreadthesign.com/video/mp4/13/485639.mp4,train,28,data\raw\wlasl_mirror\videos\64280.mp4,True,True
yes,64298,https://www.youtube.com/watch?v=wc2A8AZepy4,val,51,,False,False
yes,64299,http://www.aslpro.com/main/y/yes.swf,train,30,,False,False
yes,64300,http://www.aslsearch.com/signs/videos/yes.mp4,train,41,,False,False
yes,64281,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4,train,36,,False,False
yes,64288,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4,train,15,,False,False
yes,64289,https://www.handspeak.com/word/y/yes-fs.mp4,train,14,,False,False
yes,64283,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4,train,4,,False,False
now,38982,https://www.youtube.com/watch?v=1_jXxjd0lKE,test,9,data\raw\wlasl_mirror\videos\38982.mp4,True,True
now,69413,http://aslbricks.org/New/ASL-Videos/now.mp4,val,118,data\raw\wlasl_mirror\videos\69413.mp4,True,True
now,38994,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20now-0wcuocGAvNU.mp4,val,70,data\raw\wlasl_mirror\videos\38994.mp4,True,True
now,70345,https://www.youtube.com/watch?v=bq-HmgjGzmw,train,121,data\raw\wlasl_mirror\videos\70345.mp4,True,True
now,68694,https://www.youtube.com/watch?v=mKDG2tGn1Y8,train,115,,False,False
now,68770,https://www.youtube.com/watch?v=OQM3x-HY2dM,train,113,,False,False
now,68114,https://www.youtube.com/watch?v=vmGh2IPdSRU,train,109,data\raw\wlasl_mirror\videos\68114.mp4,True,True
now,38999,https://www.signingsavvy.com/signs/mp4/7/7774.mp4,train,11,,False,False
now,39000,https://www.signingsavvy.com/signs/mp4/9/9785.mp4,val,11,,False,False
now,39001,https://www.youtube.com/watch?v=EtW1-NdM5qI,train,5,data\raw\wlasl_mirror\videos\39001.mp4,True,True
now,39002,https://www.youtube.com/watch?v=EtW1-NdM5qI,train,5,data\raw\wlasl_mirror\videos\39002.mp4,True,True
now,39003,https://www.youtube.com/watch?v=g2j70neQ_lI,train,5,data\raw\wlasl_mirror\videos\39003.mp4,True,True
now,38990,https://media.spreadthesign.com/video/mp4/13/111145.mp4,train,2,data\raw\wlasl_mirror\videos\38990.mp4,True,True
now,67937,https://youtu.be/hIPRC-_00vs,train,109,,False,False
now,39004,https://www.youtube.com/watch?v=OdOx4qaYlKI,train,5,data\raw\wlasl_mirror\videos\39004.mp4,True,True
now,39005,http://www.aslpro.com/main/n/now.swf,test,30,,False,False
now,39006,http://www.aslsearch.com/signs/videos/now.mp4,train,12,,False,False
now,38991,https://media.spreadthesign.com/video/mp4/13/49006.mp4,test,56,,False,False
now,38995,https://media.asldeafined.com/vocabulary/1468719996.5074.mp4,train,13,,False,False
now,38996,https://www.handspeak.com/word/n/now.mp4,train,14,,False,False
now,38997,https://www.signingsavvy.com/signs/mp4/7/7687.mp4,train,11,,False,False
doctor,17007,https://www.youtube.com/watch?v=ChIupJBcxjs,train,9,data\raw\wlasl_mirror\videos\17007.mp4,True,True
doctor,68842,https://www.youtube.com/watch?v=QPiZO8Aswgo,train,113,,False,False
doctor,70049,https://www.youtube.com/watch?v=sErq0TJMKEo,train,121,data\raw\wlasl_mirror\videos\70049.mp4,True,True
doctor,17015,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/doctor.mp4,train,36,data\raw\wlasl_mirror\videos\17015.mp4,True,True
doctor,17016,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Doctor-zl9aTqYRVXQ.mp4,val,60,data\raw\wlasl_mirror\videos\17016.mp4,True,True
doctor,17017,https://media.asldeafined.com/vocabulary/1467772429.4932.mp4,train,21,data\raw\wlasl_mirror\videos\17017.mp4,True,True
doctor,17018,https://www.handspeak.com/word/d/doctor.mp4,train,14,,False,False
doctor,17019,https://www.signingsavvy.com/signs/mp4/22/22643.mp4,train,10,,False,False
doctor,17020,https://www.signingsavvy.com/signs/mp4/22/22644.mp4,test,10,,False,False
doctor,17022,https://www.youtube.com/watch?v=1t6GrmgKN5U,val,5,data\raw\wlasl_mirror\videos\17022.mp4,True,True
doctor,65503,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DO/DOCTOR-344.mp4,train,99,,False,False
doctor,65504,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DO/DOCTOR-573.mp4,train,99,,False,False
doctor,17013,https://media.spreadthesign.com/video/mp4/13/456750.mp4,train,8,data\raw\wlasl_mirror\videos\17013.mp4,True,True
doctor,67579,https://youtu.be/sSpld6bXlM0,test,109,,False,False
doctor,17023,https://www.youtube.com/watch?v=IEVgcJA3JWk,val,5,data\raw\wlasl_mirror\videos\17023.mp4,True,True
doctor,17024,http://www.aslpro.com/main/d/doctor_1.swf,test,72,,False,False
doctor,17025,http://www.aslpro.com/main/d/doctor_2.swf,train,72,,False,False
doctor,17026,http://www.aslsearch.com/signs/videos/doctor.mp4,train,12,,False,False
doctor,17014,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/doctor2.mp4,train,36,,False,False
wait,62077,https://www.youtube.com/watch?v=A5dihMAjeTE,test,9,data\raw\wlasl_mirror\videos\62077.mp4,True,True
wait,62113,http://www.aslsearch.com/signs/videos/stall.mp4,test,12,,False,False
wait,62098,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/wait.mp4,train,38,data\raw\wlasl_mirror\videos\62098.mp4,True,True
wait,62100,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20wait-g4zPWVKTVc4.mp4,train,60,data\raw\wlasl_mirror\videos\62100.mp4,True,True
wait,62101,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Wait-hooZv2wCujw.mp4,train,32,data\raw\wlasl_mirror\videos\62101.mp4,True,True
wait,62102,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Wait-mo6REHINcoE.mp4,val,6,data\raw\wlasl_mirror\videos\62102.mp4,True,True
wait,62103,https://media.asldeafined.com/vocabulary/1468926839.9265.mp4,train,13,data\raw\wlasl_mirror\videos\62103.mp4,True,True
wait,62104,https://www.handspeak.com/word/w/wait-long.mp4,train,14,,False,False
wait,62105,https://www.handspeak.com/word/w/wait.mp4,val,20,,False,False
wait,62106,https://www.signingsavvy.com/signs/mp4/7/7259.mp4,train,11,,False,False
wait,66740,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WAIT-1405.mp4,train,107,,False,False
wait,62097,https://media.spreadthesign.com/video/mp4/13/50933.mp4,train,56,data\raw\wlasl_mirror\videos\62097.mp4,True,True
wait,67034,https://youtu.be/QlMV4KuPClU,train,109,,False,False
wait,62107,https://www.signingsavvy.com/signs/mp4/9/9671.mp4,train,11,,False,False
wait,62109,https://www.youtube.com/watch?v=D-zw_kLwYzI,train,5,data\raw\wlasl_mirror\videos\62109.mp4,True,True
wait,62110,https://www.youtube.com/watch?v=mhJvv6lTQ90,val,80,,False,False
wait,62111,https://www.youtube.com/watch?v=YfwgS9ZsBVw,train,5,,False,False
wait,62112,http://www.aslpro.com/main/w/wait.swf,train,87,,False,False
sick,51494,https://www.youtube.com/watch?v=XB3Q6IX6CBo,test,9,data\raw\wlasl_mirror\videos\51494.mp4,True,True
sick,69470,http://aslbricks.org/New/ASL-Videos/sick.mp4,test,118,data\raw\wlasl_mirror\videos\69470.mp4,True,True
sick,68152,https://www.youtube.com/watch?v=bS9icDOS5g4,train,109,data\raw\wlasl_mirror\videos\68152.mp4,True,True
sick,68776,https://www.youtube.com/watch?v=OvCEWXAQXaY,train,115,,False,False
sick,51516,http://www.aslpro.com/main/s/sick.swf,val,44,,False,False
sick,51517,http://www.aslsearch.com/signs/videos/ill.mp4,val,12,,False,False
sick,51502,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sick.mp4,train,38,data\raw\wlasl_mirror\videos\51502.mp4,True,True
sick,51503,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sick-vS3cW9IUUPM.mp4,train,60,data\raw\wlasl_mirror\videos\51503.mp4,True,True
sick,51504,https://media.asldeafined.com/vocabulary/1468766858.7018.mp4,train,13,data\raw\wlasl_mirror\videos\51504.mp4,True,True
sick,51505,https://www.handspeak.com/word/s/sick2.mp4,train,14,,False,False
sick,51506,https://www.handspeak.com/word/s/sick.mp4,val,14,,False,False
sick,51507,https://www.signingsavvy.com/signs/mp4/14/14644.mp4,train,11,,False,False
sick,66475,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SI/SICK-255.mp4,train,103,,False,False
sick,51501,https://media.spreadthesign.com/video/mp4/13/50808.mp4,train,63,data\raw\wlasl_mirror\videos\51501.mp4,True,True
sick,67201,https://youtu.be/BuJZZAGk6GM,train,109,,False,False
sick,51514,https://www.youtube.com/watch?v=NBqpHJiufXU,train,5,,False,False
sick,51515,https://www.youtube.com/watch?v=oiJ9bPUD1pw,train,5,,False,False
name,37575,https://www.youtube.com/watch?v=1_jXxjd0lKE,test,9,data\raw\wlasl_mirror\videos\37575.mp4,True,True
name,69405,http://aslbricks.org/New/ASL-Videos/name.mp4,test,118,data\raw\wlasl_mirror\videos\69405.mp4,True,True
name,68480,https://www.youtube.com/watch?v=GDAvnSKfZoU,train,115,,False,False
name,68106,https://www.youtube.com/watch?v=_ObcZbitfJg,train,111,data\raw\wlasl_mirror\videos\68106.mp4,True,True
name,37587,https://www.youtube.com/watch?v=GbeC9TFuSX4,train,5,data\raw\wlasl_mirror\videos\37587.mp4,True,True
name,37588,https://www.youtube.com/watch?v=nMFZhDcynoY,val,5,data\raw\wlasl_mirror\videos\37588.mp4,True,True
name,37589,http://www.aslpro.com/main/n/name.swf,train,87,,False,False
name,37580,https://media.spreadthesign.com/video/mp4/13/48612.mp4,val,56,data\raw\wlasl_mirror\videos\37580.mp4,True,True
name,67922,https://youtu.be/yFYsa9KPUXc,train,109,,False,False
name,37590,http://www.aslsearch.com/signs/videos/name.mp4,train,12,,False,False
name,37581,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Name-DikA_15hmng.mp4,train,32,data\raw\wlasl_mirror\videos\37581.mp4,True,True
name,37582,https://media.asldeafined.com/vocabulary/1468717645.5170.mp4,train,13,data\raw\wlasl_mirror\videos\37582.mp4,True,True
name,37583,https://www.handspeak.com/word/n/name.mp4,val,20,,False,False
name,37584,https://www.handspeak.com/word/n/name-verb.mp4,train,20,,False,False
name,37585,https://www.signingsavvy.com/signs/mp4/7/7751.mp4,train,11,,False,False
name,37586,https://www.youtube.com/watch?v=7ZeN8irshAc,train,47,,False,False
problem,44677,https://www.youtube.com/watch?v=zHd4YEFzpwE,test,9,data\raw\wlasl_mirror\videos\44677.mp4,True,True
problem,44684,https://media.asldeafined.com/vocabulary/1468756235.8420.mp4,test,13,data\raw\wlasl_mirror\videos\44684.mp4,True,True
problem,44685,https://www.handspeak.com/word/p/problem.mp4,train,14,,False,False
problem,44686,https://www.signingsavvy.com/signs/mp4/6/6659.mp4,train,11,,False,False
problem,44687,https://www.signingsavvy.com/signs/mp4/6/6661.mp4,train,11,,False,False
problem,44688,https://www.youtube.com/watch?v=eNutcT89QIQ,val,5,data\raw\wlasl_mirror\videos\44688.mp4,True,True
problem,44689,https://www.youtube.com/watch?v=eNutcT89QIQ,train,5,data\raw\wlasl_mirror\videos\44689.mp4,True,True
problem,66335,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/PR/PROBLEM_1-2483.mp4,val,93,,False,False
problem,44680,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/problem.mov,train,19,data\raw\wlasl_mirror\videos\44680.mp4,True,True
problem,67107,https://youtu.be/2EVzT-lydyk,train,109,,False,False
problem,67105,https://youtu.be/5iOCz7V4-fA,train,109,,False,False
problem,44690,http://www.aslpro.com/main/p/problem.swf,train,87,,False,False
problem,44691,http://www.aslsearch.com/signs/videos/problem.mp4,val,12,,False,False
problem,44681,https://media.spreadthesign.com/video/mp4/13/63567.mp4,train,0,data\raw\wlasl_mirror\videos\44681.mp4,True,True
problem,44682,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Problem%20copy-H6BM_-Y6GF8.mp4,train,4,data\raw\wlasl_mirror\videos\44682.mp4,True,True
problem,44683,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Problem-cDVI4LelnNc.mp4,train,31,,False,False
here,27254,https://www.youtube.com/watch?v=SiBub8VD5wo,val,9,data\raw\wlasl_mirror\videos\27254.mp4,True,True
here,69365,http://aslbricks.org/New/ASL-Videos/here.mp4,train,115,data\raw\wlasl_mirror\videos\69365.mp4,True,True
here,68072,https://www.youtube.com/watch?v=JBIstMmmHxI,train,109,data\raw\wlasl_mirror\videos\68072.mp4,True,True
here,68610,https://www.youtube.com/watch?v=jx9_Ip1EXhA,val,115,,False,False
here,27268,https://www.signingsavvy.com/signs/mp4/5/5873.mp4,train,11,,False,False
here,27269,https://www.youtube.com/watch?v=2dALbgMQWmk,train,5,data\raw\wlasl_mirror\videos\27269.mp4,True,True
here,27271,https://www.youtube.com/watch?v=qi1tgV5Fy5c,train,5,data\raw\wlasl_mirror\videos\27271.mp4,True,True
here,27272,http://www.aslpro.com/main/h/here.swf,train,30,,False,False
here,65892,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HERE-484.mp4,train,90,,False,False
here,27263,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/here.mp4,test,38,data\raw\wlasl_mirror\videos\27263.mp4,True,True
here,67758,https://youtu.be/e7ckmRr2la0,val,109,,False,False
here,27273,http://www.aslsearch.com/signs/videos/here.mp4,test,12,,False,False
here,27264,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Here-IxKduR6Lv4M.mp4,train,3,data\raw\wlasl_mirror\videos\27264.mp4,True,True
here,27265,https://media.asldeafined.com/vocabulary/1468580742.7710.mp4,train,21,data\raw\wlasl_mirror\videos\27265.mp4,True,True
here,27267,https://www.handspeak.com/word/h/here.mp4,train,20,,False,False
more,36826,https://www.youtube.com/watch?v=IxO7unGawfk,val,9,data\raw\wlasl_mirror\videos\36826.mp4,True,True
more,69401,http://aslbricks.org/New/ASL-Videos/more.mp4,train,115,data\raw\wlasl_mirror\videos\69401.mp4,True,True
more,70222,https://www.youtube.com/watch?v=hjS0dQDgbjo,train,121,data\raw\wlasl_mirror\videos\70222.mp4,True,True
more,36830,https://media.asldeafined.com/vocabulary/1468716587.784.mp4,val,13,data\raw\wlasl_mirror\videos\36830.mp4,True,True
more,36832,https://www.handspeak.com/word/m/more.mp4,train,14,,False,False
more,36834,https://www.signingsavvy.com/signs/mp4/5/5684.mp4,train,11,,False,False
more,67906,https://youtu.be/eKLTlUZlE9w,train,109,,False,False
more,36836,https://www.signingsavvy.com/signs/mp4/8/8051.mp4,train,11,,False,False
more,36837,https://www.youtube.com/watch?v=tPDGvZK_o_c,train,64,data\raw\wlasl_mirror\videos\36837.mp4,True,True
more,36838,https://www.youtube.com/watch?v=tPDGvZK_o_c,test,5,data\raw\wlasl_mirror\videos\36838.mp4,True,True
more,36839,http://www.aslpro.com/main/m/more.swf,val,87,,False,False
more,36840,http://www.aslsearch.com/signs/videos/more.mp4,test,12,,False,False
more,36827,https://media.spreadthesign.com/video/mp4/13/93968.mp4,train,2,data\raw\wlasl_mirror\videos\36827.mp4,True,True
more,36828,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/more.mp4,train,36,data\raw\wlasl_mirror\videos\36828.mp4,True,True
more,36829,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20More-J-00GUpKfFg.mp4,train,52,data\raw\wlasl_mirror\videos\36829.mp4,True,True
please,43213,https://www.youtube.com/watch?v=zHd4YEFzpwE,val,9,,False,False
please,69434,http://aslbricks.org/New/ASL-Videos/please.mp4,train,115,data\raw\wlasl_mirror\videos\69434.mp4,True,True
please,70220,https://www.youtube.com/watch?v=hjS0dQDgbjo,train,121,data\raw\wlasl_mirror\videos\70220.mp4,True,True
please,68670,https://www.youtube.com/watch?v=LTVv46_N764,val,115,,False,False
please,43225,http://www.aslpro.com/main/p/please.swf,train,30,,False,False
please,43226,http://www.aslsearch.com/signs/videos/please.mp4,train,12,,False,False
please,43217,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/please.mp4,train,36,data\raw\wlasl_mirror\videos\43217.mp4,True,True
please,67083,https://youtu.be/RHeFBNVYii4,train,109,,False,False
please,43218,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Please-eyu0V3s1-XA.mp4,train,3,data\raw\wlasl_mirror\videos\43218.mp4,True,True
please,43219,https://media.asldeafined.com/vocabulary/1468754067.6864.mp4,test,13,data\raw\wlasl_mirror\videos\43219.mp4,True,True
please,43220,https://media.asldeafined.com/vocabulary/1522767174.1064.mp4,val,15,data\raw\wlasl_mirror\videos\43220.mp4,True,True
please,43221,https://www.handspeak.com/word/p/please.mp4,test,14,,False,False
please,43222,https://www.signingsavvy.com/signs/mp4/6/6966.mp4,train,11,,False,False
please,43223,https://www.youtube.com/watch?v=QyqHzUY36cw,train,51,,False,False
please,43224,https://www.youtube.com/watch?v=rnb9FxPO7is,train,5,data\raw\wlasl_mirror\videos\43224.mp4,True,True
sign,66478,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SI/SIGN-256.mp4,val,108,,False,False
sign,51621,https://media.asldeafined.com/vocabulary/1532963329.1684.mp4,train,21,data\raw\wlasl_mirror\videos\51621.mp4,True,True
sign,68284,https://www.youtube.com/watch?v=6XHu1uXQmS0,train,115,,False,False
sign,68466,https://www.youtube.com/watch?v=FyOFR1H6QoM,val,115,,False,False
sign,70209,https://www.youtube.com/watch?v=hjS0dQDgbjo,train,121,data\raw\wlasl_mirror\videos\70209.mp4,True,True
sign,68154,https://www.youtube.com/watch?v=tl_1gdc166A,train,110,data\raw\wlasl_mirror\videos\68154.mp4,True,True
sign,51616,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sign%20copy-lE1xAUCA2RI.mp4,train,4,data\raw\wlasl_mirror\videos\51616.mp4,True,True
sign,51617,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sign-2d0l-Je3QP4.mp4,train,6,data\raw\wlasl_mirror\videos\51617.mp4,True,True
sign,51628,https://www.signingsavvy.com/signs/mp4/22/22309.mp4,train,10,,False,False
sign,51614,https://media.spreadthesign.com/video/mp4/13/437018.mp4,test,0,data\raw\wlasl_mirror\videos\51614.mp4,True,True
sign,51630,https://www.youtube.com/watch?v=7AAnD4DyOnE,val,65,,False,False
sign,51633,https://www.youtube.com/watch?v=TRLHLtgHyzo,test,5,data\raw\wlasl_mirror\videos\51633.mp4,True,True
sign,51637,http://www.aslsearch.com/signs/videos/sign.mp4,train,12,,False,False
sign,51615,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sign.mp4,train,36,data\raw\wlasl_mirror\videos\51615.mp4,True,True
sign,51622,https://media.asldeafined.com/vocabulary/1532963329.1684.mp4,train,21,data\raw\wlasl_mirror\videos\51622.mp4,True,True
where,63079,https://www.youtube.com/watch?v=A5dihMAjeTE,val,9,data\raw\wlasl_mirror\videos\63079.mp4,True,True
where,68181,https://www.youtube.com/watch?v=1IJ6oVm6x-w,train,110,data\raw\wlasl_mirror\videos\68181.mp4,True,True
where,68998,https://www.youtube.com/watch?v=WlHOl9zIUpE,train,115,,False,False
where,63087,https://www.signingsavvy.com/signs/mp4/14/14587.mp4,val,11,,False,False
where,63088,https://www.youtube.com/watch?v=p476xgjJAZE,train,64,data\raw\wlasl_mirror\videos\63088.mp4,True,True
where,63089,https://www.youtube.com/watch?v=p476xgjJAZE,train,5,data\raw\wlasl_mirror\videos\63089.mp4,True,True
where,63090,http://www.aslpro.com/main/w/where.swf,train,87,,False,False
where,66774,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHERE-1427.mp4,train,88,,False,False
where,63081,https://media.spreadthesign.com/video/mp4/13/51067.mp4,train,42,data\raw\wlasl_mirror\videos\63081.mp4,True,True
where,67061,https://youtu.be/Mrb2M9RV_KM,test,109,,False,False
where,63091,http://www.aslsearch.com/signs/videos/where.mp4,val,12,,False,False
where,63082,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/where.mp4,test,36,data\raw\wlasl_mirror\videos\63082.mp4,True,True
where,63083,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20where-LSM0sp4VCz4.mp4,train,70,data\raw\wlasl_mirror\videos\63083.mp4,True,True
where,63084,https://media.asldeafined.com/vocabulary/1468928023.2600.mp4,train,13,data\raw\wlasl_mirror\videos\63084.mp4,True,True
where,63085,https://www.handspeak.com/word/w/where2.mp4,train,14,,False,False
money,36645,https://www.youtube.com/watch?v=IxO7unGawfk,train,9,data\raw\wlasl_mirror\videos\36645.mp4,True,True
money,70075,https://www.youtube.com/watch?v=jDCw7stJaM4,train,121,data\raw\wlasl_mirror\videos\70075.mp4,True,True
money,68628,https://www.youtube.com/watch?v=KkaxA2qevPM,train,115,,False,False
