filename,video_id,path,opened,frame_count,fps,width,height,size_bytes
36651.mp4,36651,data\raw\wlasl_mirror\videos\36651.mp4,True,36,23.976023976023978,1280,720,258095
36652.mp4,36652,data\raw\wlasl_mirror\videos\36652.mp4,True,108,29.997222479400055,640,480,771080
36657.mp4,36657,data\raw\wlasl_mirror\videos\36657.mp4,True,99,29.97002997002997,1280,720,509397
36658.mp4,36658,data\raw\wlasl_mirror\videos\36658.mp4,True,84,29.97002997002997,720,480,122800
36826.mp4,36826,data\raw\wlasl_mirror\videos\36826.mp4,True,2867,25.0,480,320,2509074
36827.mp4,36827,data\raw\wlasl_mirror\videos\36827.mp4,True,94,25.0,320,240,108246
36828.mp4,36828,data\raw\wlasl_mirror\videos\36828.mp4,True,58,29.97,736,414,212683
36829.mp4,36829,data\raw\wlasl_mirror\videos\36829.mp4,True,83,29.97002997002997,854,480,287338
36830.mp4,36830,data\raw\wlasl_mirror\videos\36830.mp4,True,61,30.0,640,480,502256
36837.mp4,36837,data\raw\wlasl_mirror\videos\36837.mp4,True,111,29.97002997002997,720,480,171027
36838.mp4,36838,data\raw\wlasl_mirror\videos\36838.mp4,True,111,29.97002997002997,720,480,171027
37575.mp4,37575,data\raw\wlasl_mirror\videos\37575.mp4,True,2104,25.0,480,320,1711994
37580.mp4,37580,data\raw\wlasl_mirror\videos\37580.mp4,True,75,29.97,320,240,159935
37581.mp4,37581,data\raw\wlasl_mirror\videos\37581.mp4,True,43,23.976061111076692,1920,1080,542462
37582.mp4,37582,data\raw\wlasl_mirror\videos\37582.mp4,True,95,30.00315822718181,640,480,677216
37587.mp4,37587,data\raw\wlasl_mirror\videos\37587.mp4,True,75,29.97002997002997,852,480,133382
37588.mp4,37588,data\raw\wlasl_mirror\videos\37588.mp4,True,80,30.0,1280,720,210818
38482.mp4,38482,data\raw\wlasl_mirror\videos\38482.mp4,True,2104,25.0,480,320,1711994
38525.mp4,38525,data\raw\wlasl_mirror\videos\38525.mp4,True,65,29.97,736,414,235098
38527.mp4,38527,data\raw\wlasl_mirror\videos\38527.mp4,True,46,29.97002997002997,1920,1080,414089
38529.mp4,38529,data\raw\wlasl_mirror\videos\38529.mp4,True,107,30.002804000373867,640,480,761615
38530.mp4,38530,data\raw\wlasl_mirror\videos\38530.mp4,True,53,30.0,640,480,330351
38539.mp4,38539,data\raw\wlasl_mirror\videos\38539.mp4,True,105,29.97002997002997,1280,720,950473
38540.mp4,38540,data\raw\wlasl_mirror\videos\38540.mp4,True,94,29.97002997002997,1280,720,169862
38541.mp4,38541,data\raw\wlasl_mirror\videos\38541.mp4,True,86,29.97002997002997,1280,720,117988
38982.mp4,38982,data\raw\wlasl_mirror\videos\38982.mp4,True,2104,25.0,480,320,1711994
38990.mp4,38990,data\raw\wlasl_mirror\videos\38990.mp4,True,78,25.0,320,240,112814
38994.mp4,38994,data\raw\wlasl_mirror\videos\38994.mp4,True,78,29.97002997002997,854,480,247591
39001.mp4,39001,data\raw\wlasl_mirror\videos\39001.mp4,True,79,28.632,720,480,166520
39002.mp4,39002,data\raw\wlasl_mirror\videos\39002.mp4,True,79,28.632,720,480,166520
39003.mp4,39003,data\raw\wlasl_mirror\videos\39003.mp4,True,76,29.97002997002997,1280,720,94244
39004.mp4,39004,data\raw\wlasl_mirror\videos\39004.mp4,True,82,29.97002997002997,1280,720,227238
40797.mp4,40797,data\raw\wlasl_mirror\videos\40797.mp4,True,7221,25.0,480,320,6504853
40802.mp4,40802,data\raw\wlasl_mirror\videos\40802.mp4,True,99,25.0,320,240,118619
40803.mp4,40803,data\raw\wlasl_mirror\videos\40803.mp4,True,89,30.003371165299473,640,480,692614
40808.mp4,40808,data\raw\wlasl_mirror\videos\40808.mp4,True,89,29.97002997002997,1280,720,487052
43217.mp4,43217,data\raw\wlasl_mirror\videos\43217.mp4,True,78,29.97,736,414,300868
43218.mp4,43218,data\raw\wlasl_mirror\videos\43218.mp4,True,65,29.97002997002997,1920,1080,738344
43219.mp4,43219,data\raw\wlasl_mirror\videos\43219.mp4,True,80,30.0037504688086,640,480,601010
43220.mp4,43220,data\raw\wlasl_mirror\videos\43220.mp4,True,80,30.0,640,480,489644
43224.mp4,43224,data\raw\wlasl_mirror\videos\43224.mp4,True,72,29.97002997002997,1280,720,163909
44677.mp4,44677,data\raw\wlasl_mirror\videos\44677.mp4,True,7221,25.0,480,320,6504853
44680.mp4,44680,data\raw\wlasl_mirror\videos\44680.mp4,True,145,24.0,320,180,351400
44681.mp4,44681,data\raw\wlasl_mirror\videos\44681.mp4,True,94,25.0,320,240,118139
44682.mp4,44682,data\raw\wlasl_mirror\videos\44682.mp4,True,46,29.97002997002997,1920,1080,650607
44684.mp4,44684,data\raw\wlasl_mirror\videos\44684.mp4,True,91,30.0,640,480,690218
44688.mp4,44688,data\raw\wlasl_mirror\videos\44688.mp4,True,68,29.97002997002997,1280,720,364521
44689.mp4,44689,data\raw\wlasl_mirror\videos\44689.mp4,True,68,29.97002997002997,1280,720,364521
51494.mp4,51494,data\raw\wlasl_mirror\videos\51494.mp4,True,11498,25.0,480,320,10014612
51501.mp4,51501,data\raw\wlasl_mirror\videos\51501.mp4,True,103,29.97,320,240,138317
51502.mp4,51502,data\raw\wlasl_mirror\videos\51502.mp4,True,77,29.97002997002997,1280,720,579556
51503.mp4,51503,data\raw\wlasl_mirror\videos\51503.mp4,True,92,29.97002997002997,854,480,301407
51504.mp4,51504,data\raw\wlasl_mirror\videos\51504.mp4,True,109,30.0,640,480,790073
51614.mp4,51614,data\raw\wlasl_mirror\videos\51614.mp4,True,90,25.0,320,240,100465
51615.mp4,51615,data\raw\wlasl_mirror\videos\51615.mp4,True,74,29.97,736,414,291281
51616.mp4,51616,data\raw\wlasl_mirror\videos\51616.mp4,True,27,23.97608311708814,1920,1080,477103
51617.mp4,51617,data\raw\wlasl_mirror\videos\51617.mp4,True,43,23.976061111076692,1920,1080,512123
51621.mp4,51621,data\raw\wlasl_mirror\videos\51621.mp4,True,119,30.0,640,480,769758
51622.mp4,51622,data\raw\wlasl_mirror\videos\51622.mp4,True,119,30.0,640,480,769758
51633.mp4,51633,data\raw\wlasl_mirror\videos\51633.mp4,True,212,59.94005994005994,1280,720,178287
57655.mp4,57655,data\raw\wlasl_mirror\videos\57655.mp4,True,75,29.97002997002997,1920,1080,1006749
57656.mp4,57656,data\raw\wlasl_mirror\videos\57656.mp4,True,68,30.004412413590234,640,480,541936
57657.mp4,57657,data\raw\wlasl_mirror\videos\57657.mp4,True,66,29.995455234055445,640,480,412297
57663.mp4,57663,data\raw\wlasl_mirror\videos\57663.mp4,True,90,29.97002997002997,1280,720,270192
62077.mp4,62077,data\raw\wlasl_mirror\videos\62077.mp4,True,4232,25.0,480,320,3794097
62097.mp4,62097,data\raw\wlasl_mirror\videos\62097.mp4,True,94,29.97,320,240,177460
62098.mp4,62098,data\raw\wlasl_mirror\videos\62098.mp4,True,83,29.97002997002997,1280,720,688745
62100.mp4,62100,data\raw\wlasl_mirror\videos\62100.mp4,True,108,29.97002997002997,854,480,322498
62101.mp4,62101,data\raw\wlasl_mirror\videos\62101.mp4,True,31,23.976075485966692,1920,1080,400396
62102.mp4,62102,data\raw\wlasl_mirror\videos\62102.mp4,True,43,29.97002997002997,1920,1080,501617
62103.mp4,62103,data\raw\wlasl_mirror\videos\62103.mp4,True,90,29.996667036995888,640,480,699774
62109.mp4,62109,data\raw\wlasl_mirror\videos\62109.mp4,True,100,29.97002997002997,852,480,264925
63079.mp4,63079,data\raw\wlasl_mirror\videos\63079.mp4,True,4232,25.0,480,320,3794097
63081.mp4,63081,data\raw\wlasl_mirror\videos\63081.mp4,True,113,29.97,320,240,138448
63082.mp4,63082,data\raw\wlasl_mirror\videos\63082.mp4,True,66,29.97,736,414,240679
63083.mp4,63083,data\raw\wlasl_mirror\videos\63083.mp4,True,72,29.97002997002997,854,480,212603
63084.mp4,63084,data\raw\wlasl_mirror\videos\63084.mp4,True,105,29.997143129225787,640,480,655205
63088.mp4,63088,data\raw\wlasl_mirror\videos\63088.mp4,True,139,29.97002997002997,720,480,212354
63089.mp4,63089,data\raw\wlasl_mirror\videos\63089.mp4,True,139,29.97002997002997,720,480,212354
64275.mp4,64275,data\raw\wlasl_mirror\videos\64275.mp4,True,437,25.0,480,320,366215
64280.mp4,64280,data\raw\wlasl_mirror\videos\64280.mp4,True,63,29.97002997002997,320,240,51395
64284.mp4,64284,data\raw\wlasl_mirror\videos\64284.mp4,True,56,29.97002997002997,1920,1080,602026
64287.mp4,64287,data\raw\wlasl_mirror\videos\64287.mp4,True,68,30.004412413590234,640,480,438070
64294.mp4,64294,data\raw\wlasl_mirror\videos\64294.mp4,True,60,29.97002997002997,1280,720,86272
64295.mp4,64295,data\raw\wlasl_mirror\videos\64295.mp4,True,60,29.97002997002997,1280,720,249921
64296.mp4,64296,data\raw\wlasl_mirror\videos\64296.mp4,True,120,29.97002997002997,1280,720,983530
64297.mp4,64297,data\raw\wlasl_mirror\videos\64297.mp4,True,47,29.97002997002997,852,480,126974
68072.mp4,68072,data\raw\wlasl_mirror\videos\68072.mp4,True,72,20.0,1280,720,478189
68106.mp4,68106,data\raw\wlasl_mirror\videos\68106.mp4,True,57,29.97002997002997,848,480,166898
68110.mp4,68110,data\raw\wlasl_mirror\videos\68110.mp4,True,112,25.061,1280,720,705267
68114.mp4,68114,data\raw\wlasl_mirror\videos\68114.mp4,True,84,25.0,1280,720,549225
68152.mp4,68152,data\raw\wlasl_mirror\videos\68152.mp4,True,76,20.0,1280,720,592108
68154.mp4,68154,data\raw\wlasl_mirror\videos\68154.mp4,True,144,30.0,1280,720,615449
68181.mp4,68181,data\raw\wlasl_mirror\videos\68181.mp4,True,88,29.97002997002997,848,480,120460
68192.mp4,68192,data\raw\wlasl_mirror\videos\68192.mp4,True,86,24.975024975024976,1280,720,371065
69364.mp4,69364,data\raw\wlasl_mirror\videos\69364.mp4,True,75,29.97002997002997,1920,1080,6123752
69365.mp4,69365,data\raw\wlasl_mirror\videos\69365.mp4,True,90,29.97002997002997,1280,720,3370638
69401.mp4,69401,data\raw\wlasl_mirror\videos\69401.mp4,True,82,29.97002997002997,1280,720,3372137
69405.mp4,69405,data\raw\wlasl_mirror\videos\69405.mp4,True,74,29.97002997002997,1280,720,3095671
69411.mp4,69411,data\raw\wlasl_mirror\videos\69411.mp4,True,67,29.97002997002997,1280,720,2788375
69413.mp4,69413,data\raw\wlasl_mirror\videos\69413.mp4,True,60,29.97002997002997,1280,720,2577235
69434.mp4,69434,data\raw\wlasl_mirror\videos\69434.mp4,True,86,29.97002997002997,1280,720,3575416
69470.mp4,69470,data\raw\wlasl_mirror\videos\69470.mp4,True,73,29.97002997002997,1280,720,3152262
69502.mp4,69502,data\raw\wlasl_mirror\videos\69502.mp4,True,82,29.97002997002997,1280,720,3354512
69546.mp4,69546,data\raw\wlasl_mirror\videos\69546.mp4,True,72,29.97002997002997,1280,720,3033178
70049.mp4,70049,data\raw\wlasl_mirror\videos\70049.mp4,True,12232,29.97002997002997,628,480,25285161
70075.mp4,70075,data\raw\wlasl_mirror\videos\70075.mp4,True,10048,29.97002997002997,628,480,20836391
70155.mp4,70155,data\raw\wlasl_mirror\videos\70155.mp4,True,9806,29.97002997002997,628,480,7458552
70209.mp4,70209,data\raw\wlasl_mirror\videos\70209.mp4,True,5692,29.971934221819694,626,360,1689252
70220.mp4,70220,data\raw\wlasl_mirror\videos\70220.mp4,True,5692,29.971934221819694,626,360,1689252
70222.mp4,70222,data\raw\wlasl_mirror\videos\70222.mp4,True,5692,29.971934221819694,626,360,1689252
70345.mp4,70345,data\raw\wlasl_mirror\videos\70345.mp4,True,9524,29.97302647937328,626,360,2925715
