path,label,original_label,source_dataset,source_id,signer_id,split_original,license_note,valid
data/raw/wlasl_mirror/videos/23045.mp4,form,form,WLASL,23045,wlasl_21,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/23046.mp4,form,form,WLASL,23046,wlasl_21,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/23053.mp4,form,form,WLASL,23053,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27194.mp4,help,help,WLASL,27194,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27206.mp4,help,help,WLASL,27206,wlasl_36,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27207.mp4,help,help,WLASL,27207,wlasl_4,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27208.mp4,help,help,WLASL,27208,wlasl_21,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27209.mp4,help,help,WLASL,27209,wlasl_17,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27254.mp4,here,here,WLASL,27254,wlasl_9,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27263.mp4,here,here,WLASL,27263,wlasl_38,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27264.mp4,here,here,WLASL,27264,wlasl_3,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27265.mp4,here,here,WLASL,27265,wlasl_21,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27269.mp4,here,here,WLASL,27269,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/27271.mp4,here,here,WLASL,27271,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36645.mp4,money,money,WLASL,36645,wlasl_9,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36648.mp4,money,money,WLASL,36648,wlasl_56,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36651.mp4,money,money,WLASL,36651,wlasl_32,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36652.mp4,money,money,WLASL,36652,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36657.mp4,money,money,WLASL,36657,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36658.mp4,money,money,WLASL,36658,wlasl_5,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36826.mp4,more,more,WLASL,36826,wlasl_9,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36827.mp4,more,more,WLASL,36827,wlasl_2,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36828.mp4,more,more,WLASL,36828,wlasl_36,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36829.mp4,more,more,WLASL,36829,wlasl_52,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36830.mp4,more,more,WLASL,36830,wlasl_13,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36837.mp4,more,more,WLASL,36837,wlasl_64,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/36838.mp4,more,more,WLASL,36838,wlasl_5,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/37575.mp4,name,name,WLASL,37575,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/37580.mp4,name,name,WLASL,37580,wlasl_56,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/37581.mp4,name,name,WLASL,37581,wlasl_32,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/37582.mp4,name,name,WLASL,37582,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/37587.mp4,name,name,WLASL,37587,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/37588.mp4,name,name,WLASL,37588,wlasl_5,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38482.mp4,no,no,WLASL,38482,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38525.mp4,no,no,WLASL,38525,wlasl_36,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38527.mp4,no,no,WLASL,38527,wlasl_3,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38529.mp4,no,no,WLASL,38529,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38530.mp4,no,no,WLASL,38530,wlasl_15,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38539.mp4,no,no,WLASL,38539,wlasl_47,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38540.mp4,no,no,WLASL,38540,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38541.mp4,no,no,WLASL,38541,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38982.mp4,now,now,WLASL,38982,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38990.mp4,now,now,WLASL,38990,wlasl_2,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/38994.mp4,now,now,WLASL,38994,wlasl_70,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/39001.mp4,now,now,WLASL,39001,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/39002.mp4,now,now,WLASL,39002,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/39003.mp4,now,now,WLASL,39003,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/39004.mp4,now,now,WLASL,39004,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/40797.mp4,pain,pain,WLASL,40797,wlasl_9,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/40802.mp4,pain,pain,WLASL,40802,wlasl_0,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/40803.mp4,pain,pain,WLASL,40803,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/40808.mp4,pain,pain,WLASL,40808,wlasl_5,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/43217.mp4,please,please,WLASL,43217,wlasl_36,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/43218.mp4,please,please,WLASL,43218,wlasl_3,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/43219.mp4,please,please,WLASL,43219,wlasl_13,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/43220.mp4,please,please,WLASL,43220,wlasl_15,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/43224.mp4,please,please,WLASL,43224,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44677.mp4,problem,problem,WLASL,44677,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44680.mp4,problem,problem,WLASL,44680,wlasl_19,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44681.mp4,problem,problem,WLASL,44681,wlasl_0,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44682.mp4,problem,problem,WLASL,44682,wlasl_4,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44684.mp4,problem,problem,WLASL,44684,wlasl_13,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44688.mp4,problem,problem,WLASL,44688,wlasl_5,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/44689.mp4,problem,problem,WLASL,44689,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51494.mp4,sick,sick,WLASL,51494,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51501.mp4,sick,sick,WLASL,51501,wlasl_63,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51502.mp4,sick,sick,WLASL,51502,wlasl_38,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51503.mp4,sick,sick,WLASL,51503,wlasl_60,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51504.mp4,sick,sick,WLASL,51504,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51614.mp4,sign,sign,WLASL,51614,wlasl_0,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51615.mp4,sign,sign,WLASL,51615,wlasl_36,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51616.mp4,sign,sign,WLASL,51616,wlasl_4,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51617.mp4,sign,sign,WLASL,51617,wlasl_6,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51621.mp4,sign,sign,WLASL,51621,wlasl_21,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51622.mp4,sign,sign,WLASL,51622,wlasl_21,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/51633.mp4,sign,sign,WLASL,51633,wlasl_5,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/57655.mp4,thank you,thank you,WLASL,57655,wlasl_46,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/57656.mp4,thank you,thank you,WLASL,57656,wlasl_13,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/57657.mp4,thank you,thank you,WLASL,57657,wlasl_15,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/57663.mp4,thank you,thank you,WLASL,57663,wlasl_82,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62077.mp4,wait,wait,WLASL,62077,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62097.mp4,wait,wait,WLASL,62097,wlasl_56,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62098.mp4,wait,wait,WLASL,62098,wlasl_38,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62100.mp4,wait,wait,WLASL,62100,wlasl_60,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62101.mp4,wait,wait,WLASL,62101,wlasl_32,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62102.mp4,wait,wait,WLASL,62102,wlasl_6,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62103.mp4,wait,wait,WLASL,62103,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/62109.mp4,wait,wait,WLASL,62109,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63079.mp4,where,where,WLASL,63079,wlasl_9,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63081.mp4,where,where,WLASL,63081,wlasl_42,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63082.mp4,where,where,WLASL,63082,wlasl_36,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63083.mp4,where,where,WLASL,63083,wlasl_70,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63084.mp4,where,where,WLASL,63084,wlasl_13,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63088.mp4,where,where,WLASL,63088,wlasl_64,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/63089.mp4,where,where,WLASL,63089,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64275.mp4,yes,yes,WLASL,64275,wlasl_9,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64280.mp4,yes,yes,WLASL,64280,wlasl_28,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64284.mp4,yes,yes,WLASL,64284,wlasl_3,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64287.mp4,yes,yes,WLASL,64287,wlasl_13,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64294.mp4,yes,yes,WLASL,64294,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64295.mp4,yes,yes,WLASL,64295,wlasl_5,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64296.mp4,yes,yes,WLASL,64296,wlasl_47,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/64297.mp4,yes,yes,WLASL,64297,wlasl_5,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68072.mp4,here,here,WLASL,68072,wlasl_109,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68106.mp4,name,name,WLASL,68106,wlasl_111,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68110.mp4,no,no,WLASL,68110,wlasl_109,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68114.mp4,now,now,WLASL,68114,wlasl_109,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68152.mp4,sick,sick,WLASL,68152,wlasl_109,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68154.mp4,sign,sign,WLASL,68154,wlasl_110,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68181.mp4,where,where,WLASL,68181,wlasl_110,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/68192.mp4,yes,yes,WLASL,68192,wlasl_109,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69364.mp4,help,help,WLASL,69364,wlasl_115,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69365.mp4,here,here,WLASL,69365,wlasl_115,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69401.mp4,more,more,WLASL,69401,wlasl_115,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69405.mp4,name,name,WLASL,69405,wlasl_118,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69411.mp4,no,no,WLASL,69411,wlasl_118,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69413.mp4,now,now,WLASL,69413,wlasl_118,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69434.mp4,please,please,WLASL,69434,wlasl_115,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69470.mp4,sick,sick,WLASL,69470,wlasl_118,test,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69502.mp4,thank you,thank you,WLASL,69502,wlasl_115,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/69546.mp4,yes,yes,WLASL,69546,wlasl_118,val,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70049.mp4,doctor,doctor,WLASL,70049,wlasl_121,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70075.mp4,money,money,WLASL,70075,wlasl_121,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70155.mp4,appointment,appointment,WLASL,70155,wlasl_121,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70209.mp4,sign,sign,WLASL,70209,wlasl_121,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70220.mp4,please,please,WLASL,70220,wlasl_121,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70222.mp4,more,more,WLASL,70222,wlasl_121,train,WLASL academic/computational use,True
data/raw/wlasl_mirror/videos/70345.mp4,now,now,WLASL,70345,wlasl_121,train,WLASL academic/computational use,True
