video_id,label,signer_id,source_dataset,split_original,path,num_frames,is_augmented
70049_aug_6_aug_13,doctor,wlasl_121,WLASL_AUG_AUG,train,data/selected/landmarks/doctor/70049_aug_6_aug_13_speed_slow.npy,60,True
17007_aug_0_aug_7_aug_14,doctor,wlasl_9,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/doctor/17007_aug_0_aug_7_aug_14_jitter.npy,42,True
17013_aug_1_aug_8_aug_15,doctor,wlasl_8,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/doctor/17013_aug_1_aug_8_aug_15_scale_rotate.npy,48,True
17016_aug_2_aug_9_aug_16,doctor,wlasl_60,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/doctor/17016_aug_2_aug_9_aug_16_speed_fast.npy,50,True
17017_aug_3_aug_10_aug_17,doctor,wlasl_21,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/doctor/17017_aug_3_aug_10_aug_17_speed_slow.npy,56,True
17022_aug_4_aug_11_aug_18,doctor,wlasl_5,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/doctor/17022_aug_4_aug_11_aug_18_jitter.npy,51,True
17023_aug_5_aug_12_aug_19,doctor,wlasl_5,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/doctor/17023_aug_5_aug_12_aug_19_scale_rotate.npy,45,True
70049_aug_6_aug_13_aug_20,doctor,wlasl_121,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/doctor/70049_aug_6_aug_13_aug_20_speed_fast.npy,51,True
18939,emergency,wlasl_9,WLASL,test,data/selected/landmarks/emergency/18939_orig.npy,77,False
18950,emergency,wlasl_5,WLASL,train,data/selected/landmarks/emergency/18950_orig.npy,40,False
18939_aug_0,emergency,wlasl_9,WLASL_AUG,test,data/selected/landmarks/emergency/18939_aug_0_speed_fast.npy,65,True
18944_aug_1,emergency,wlasl_45,WLASL_AUG,train,data/selected/landmarks/emergency/18944_aug_1_speed_slow.npy,36,True
18946_aug_2,emergency,wlasl_21,WLASL_AUG,train,data/selected/landmarks/emergency/18946_aug_2_jitter.npy,50,True
18950_aug_3,emergency,wlasl_5,WLASL_AUG,train,data/selected/landmarks/emergency/18950_aug_3_scale_rotate.npy,40,True
18939_aug_0_aug_4,emergency,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/emergency/18939_aug_0_aug_4_speed_fast.npy,55,True
18944_aug_1_aug_5,emergency,wlasl_45,WLASL_AUG_AUG,train,data/selected/landmarks/emergency/18944_aug_1_aug_5_speed_slow.npy,41,True
18946_aug_2_aug_6,emergency,wlasl_21,WLASL_AUG_AUG,train,data/selected/landmarks/emergency/18946_aug_2_aug_6_jitter.npy,50,True
18950_aug_3_aug_7,emergency,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/emergency/18950_aug_3_aug_7_scale_rotate.npy,40,True
18939_aug_0_aug_4_aug_8,emergency,wlasl_9,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/emergency/18939_aug_0_aug_4_aug_8_speed_fast.npy,46,True
18944_aug_1_aug_5_aug_9,emergency,wlasl_45,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18944_aug_1_aug_5_aug_9_speed_slow.npy,47,True
18946_aug_2_aug_6_aug_10,emergency,wlasl_21,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18946_aug_2_aug_6_aug_10_jitter.npy,50,True
18950_aug_3_aug_7_aug_11,emergency,wlasl_5,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18950_aug_3_aug_7_aug_11_scale_rotate.npy,40,True
18939_aug_0_aug_4_aug_8_aug_12,emergency,wlasl_9,WLASL_AUG_AUG_AUG_AUG,test,data/selected/landmarks/emergency/18939_aug_0_aug_4_aug_8_aug_12_speed_fast.npy,39,True
18944_aug_1_aug_5_aug_9_aug_13,emergency,wlasl_45,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18944_aug_1_aug_5_aug_9_aug_13_speed_slow.npy,54,True
18946_aug_2_aug_6_aug_10_aug_14,emergency,wlasl_21,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18946_aug_2_aug_6_aug_10_aug_14_jitter.npy,50,True
18950_aug_3_aug_7_aug_11_aug_15,emergency,wlasl_5,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18950_aug_3_aug_7_aug_11_aug_15_scale_rotate.npy,40,True
18939_aug_0_aug_4_aug_8_aug_12_aug_16,emergency,wlasl_9,WLASL_AUG_AUG_AUG_AUG_AUG,test,data/selected/landmarks/emergency/18939_aug_0_aug_4_aug_8_aug_12_aug_16_speed_fast.npy,33,True
18944_aug_1_aug_5_aug_9_aug_13_aug_17,emergency,wlasl_45,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18944_aug_1_aug_5_aug_9_aug_13_aug_17_speed_slow.npy,62,True
18946_aug_2_aug_6_aug_10_aug_14_aug_18,emergency,wlasl_21,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18946_aug_2_aug_6_aug_10_aug_14_aug_18_jitter.npy,50,True
18950_aug_3_aug_7_aug_11_aug_15_aug_19,emergency,wlasl_5,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18950_aug_3_aug_7_aug_11_aug_15_aug_19_scale_rotate.npy,40,True
18939_aug_0_aug_4_aug_8_aug_12_aug_16_aug_20,emergency,wlasl_9,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,test,data/selected/landmarks/emergency/18939_aug_0_aug_4_aug_8_aug_12_aug_16_aug_20_speed_fast.npy,28,True
18944_aug_1_aug_5_aug_9_aug_13_aug_17_aug_21,emergency,wlasl_45,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18944_aug_1_aug_5_aug_9_aug_13_aug_17_aug_21_speed_slow.npy,71,True
18946_aug_2_aug_6_aug_10_aug_14_aug_18_aug_22,emergency,wlasl_21,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18946_aug_2_aug_6_aug_10_aug_14_aug_18_aug_22_jitter.npy,50,True
18950_aug_3_aug_7_aug_11_aug_15_aug_19_aug_23,emergency,wlasl_5,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/emergency/18950_aug_3_aug_7_aug_11_aug_15_aug_19_aug_23_scale_rotate.npy,40,True
23046,form,wlasl_21,WLASL,val,data/selected/landmarks/form/23046_orig.npy,49,False
23053,form,wlasl_5,WLASL,train,data/selected/landmarks/form/23053_orig.npy,35,False
23043,form,wlasl_32,WLASL,train,data/selected/landmarks/form/23043_orig.npy,28,False
23042_aug_0,form,wlasl_37,WLASL_AUG,test,data/selected/landmarks/form/23042_aug_0_speed_fast.npy,41,True
23043_aug_1,form,wlasl_32,WLASL_AUG,train,data/selected/landmarks/form/23043_aug_1_speed_slow.npy,32,True
23045_aug_2,form,wlasl_21,WLASL_AUG,val,data/selected/landmarks/form/23045_aug_2_jitter.npy,42,True
23046_aug_3,form,wlasl_21,WLASL_AUG,val,data/selected/landmarks/form/23046_aug_3_scale_rotate.npy,49,True
23053_aug_4,form,wlasl_5,WLASL_AUG,train,data/selected/landmarks/form/23053_aug_4_speed_fast.npy,29,True
23042_aug_0_aug_5,form,wlasl_37,WLASL_AUG_AUG,test,data/selected/landmarks/form/23042_aug_0_aug_5_speed_slow.npy,47,True
23043_aug_1_aug_6,form,wlasl_32,WLASL_AUG_AUG,train,data/selected/landmarks/form/23043_aug_1_aug_6_jitter.npy,32,True
23045_aug_2_aug_7,form,wlasl_21,WLASL_AUG_AUG,val,data/selected/landmarks/form/23045_aug_2_aug_7_scale_rotate.npy,42,True
23046_aug_3_aug_8,form,wlasl_21,WLASL_AUG_AUG,val,data/selected/landmarks/form/23046_aug_3_aug_8_speed_fast.npy,41,True
23053_aug_4_aug_9,form,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/form/23053_aug_4_aug_9_speed_slow.npy,33,True
23042_aug_0_aug_5_aug_10,form,wlasl_37,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/form/23042_aug_0_aug_5_aug_10_jitter.npy,47,True
23043_aug_1_aug_6_aug_11,form,wlasl_32,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/form/23043_aug_1_aug_6_aug_11_scale_rotate.npy,32,True
23045_aug_2_aug_7_aug_12,form,wlasl_21,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/form/23045_aug_2_aug_7_aug_12_speed_fast.npy,35,True
23046_aug_3_aug_8_aug_13,form,wlasl_21,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/form/23046_aug_3_aug_8_aug_13_speed_slow.npy,47,True
23053_aug_4_aug_9_aug_14,form,wlasl_5,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/form/23053_aug_4_aug_9_aug_14_jitter.npy,33,True
23042_aug_0_aug_5_aug_10_aug_15,form,wlasl_37,WLASL_AUG_AUG_AUG_AUG,test,data/selected/landmarks/form/23042_aug_0_aug_5_aug_10_aug_15_scale_rotate.npy,47,True
23043_aug_1_aug_6_aug_11_aug_16,form,wlasl_32,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/form/23043_aug_1_aug_6_aug_11_aug_16_speed_fast.npy,27,True
23045_aug_2_aug_7_aug_12_aug_17,form,wlasl_21,WLASL_AUG_AUG_AUG_AUG,val,data/selected/landmarks/form/23045_aug_2_aug_7_aug_12_aug_17_speed_slow.npy,40,True
23046_aug_3_aug_8_aug_13_aug_18,form,wlasl_21,WLASL_AUG_AUG_AUG_AUG,val,data/selected/landmarks/form/23046_aug_3_aug_8_aug_13_aug_18_jitter.npy,47,True
23053_aug_4_aug_9_aug_14_aug_19,form,wlasl_5,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/form/23053_aug_4_aug_9_aug_14_aug_19_scale_rotate.npy,33,True
23042_aug_0_aug_5_aug_10_aug_15_aug_20,form,wlasl_37,WLASL_AUG_AUG_AUG_AUG_AUG,test,data/selected/landmarks/form/23042_aug_0_aug_5_aug_10_aug_15_aug_20_speed_fast.npy,39,True
23043_aug_1_aug_6_aug_11_aug_16_aug_21,form,wlasl_32,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/form/23043_aug_1_aug_6_aug_11_aug_16_aug_21_speed_slow.npy,31,True
23045_aug_2_aug_7_aug_12_aug_17_aug_22,form,wlasl_21,WLASL_AUG_AUG_AUG_AUG_AUG,val,data/selected/landmarks/form/23045_aug_2_aug_7_aug_12_aug_17_aug_22_jitter.npy,40,True
27207,help,wlasl_4,WLASL,train,data/selected/landmarks/help/27207_orig.npy,47,False
27194,help,wlasl_9,WLASL,test,data/selected/landmarks/help/27194_orig.npy,47,False
27206,help,wlasl_36,WLASL,train,data/selected/landmarks/help/27206_orig.npy,43,False
27209,help,wlasl_17,WLASL,test,data/selected/landmarks/help/27209_orig.npy,48,False
27194_aug_0,help,wlasl_9,WLASL_AUG,test,data/selected/landmarks/help/27194_aug_0_speed_fast.npy,39,True
27206_aug_1,help,wlasl_36,WLASL_AUG,train,data/selected/landmarks/help/27206_aug_1_speed_slow.npy,49,True
27207_aug_2,help,wlasl_4,WLASL_AUG,train,data/selected/landmarks/help/27207_aug_2_jitter.npy,47,True
27208_aug_3,help,wlasl_21,WLASL_AUG,train,data/selected/landmarks/help/27208_aug_3_scale_rotate.npy,45,True
27209_aug_4,help,wlasl_17,WLASL_AUG,test,data/selected/landmarks/help/27209_aug_4_speed_fast.npy,40,True
69364_aug_5,help,wlasl_115,WLASL_AUG,val,data/selected/landmarks/help/69364_aug_5_speed_slow.npy,65,True
27194_aug_0_aug_6,help,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/help/27194_aug_0_aug_6_jitter.npy,39,True
27206_aug_1_aug_7,help,wlasl_36,WLASL_AUG_AUG,train,data/selected/landmarks/help/27206_aug_1_aug_7_scale_rotate.npy,49,True
27207_aug_2_aug_8,help,wlasl_4,WLASL_AUG_AUG,train,data/selected/landmarks/help/27207_aug_2_aug_8_speed_fast.npy,39,True
27208_aug_3_aug_9,help,wlasl_21,WLASL_AUG_AUG,train,data/selected/landmarks/help/27208_aug_3_aug_9_speed_slow.npy,51,True
27209_aug_4_aug_10,help,wlasl_17,WLASL_AUG_AUG,test,data/selected/landmarks/help/27209_aug_4_aug_10_jitter.npy,40,True
69364_aug_5_aug_11,help,wlasl_115,WLASL_AUG_AUG,val,data/selected/landmarks/help/69364_aug_5_aug_11_scale_rotate.npy,65,True
27194_aug_0_aug_6_aug_12,help,wlasl_9,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/help/27194_aug_0_aug_6_aug_12_speed_fast.npy,33,True
27206_aug_1_aug_7_aug_13,help,wlasl_36,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/help/27206_aug_1_aug_7_aug_13_speed_slow.npy,56,True
27207_aug_2_aug_8_aug_14,help,wlasl_4,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/help/27207_aug_2_aug_8_aug_14_jitter.npy,39,True
27208_aug_3_aug_9_aug_15,help,wlasl_21,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/help/27208_aug_3_aug_9_aug_15_scale_rotate.npy,51,True
27209_aug_4_aug_10_aug_16,help,wlasl_17,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/help/27209_aug_4_aug_10_aug_16_speed_fast.npy,34,True
69364_aug_5_aug_11_aug_17,help,wlasl_115,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/help/69364_aug_5_aug_11_aug_17_speed_slow.npy,74,True
27194_aug_0_aug_6_aug_12_aug_18,help,wlasl_9,WLASL_AUG_AUG_AUG_AUG,test,data/selected/landmarks/help/27194_aug_0_aug_6_aug_12_aug_18_jitter.npy,33,True
27206_aug_1_aug_7_aug_13_aug_19,help,wlasl_36,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/help/27206_aug_1_aug_7_aug_13_aug_19_scale_rotate.npy,56,True
27207_aug_2_aug_8_aug_14_aug_20,help,wlasl_4,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/help/27207_aug_2_aug_8_aug_14_aug_20_speed_fast.npy,33,True
27208_aug_3_aug_9_aug_15_aug_21,help,wlasl_21,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/help/27208_aug_3_aug_9_aug_15_aug_21_speed_slow.npy,58,True
68072,here,wlasl_109,WLASL,train,data/selected/landmarks/here/68072_orig.npy,44,False
27269,here,wlasl_5,WLASL,train,data/selected/landmarks/here/27269_orig.npy,80,False
27254,here,wlasl_9,WLASL,val,data/selected/landmarks/here/27254_orig.npy,50,False
27271,here,wlasl_5,WLASL,train,data/selected/landmarks/here/27271_orig.npy,68,False
27263,here,wlasl_38,WLASL,test,data/selected/landmarks/here/27263_orig.npy,42,False
27264,here,wlasl_3,WLASL,train,data/selected/landmarks/here/27264_orig.npy,60,False
27254_aug_0,here,wlasl_9,WLASL_AUG,val,data/selected/landmarks/here/27254_aug_0_speed_fast.npy,42,True
27263_aug_1,here,wlasl_38,WLASL_AUG,test,data/selected/landmarks/here/27263_aug_1_speed_slow.npy,48,True
27264_aug_2,here,wlasl_3,WLASL_AUG,train,data/selected/landmarks/here/27264_aug_2_jitter.npy,60,True
27265_aug_3,here,wlasl_21,WLASL_AUG,train,data/selected/landmarks/here/27265_aug_3_scale_rotate.npy,45,True
27269_aug_4,here,wlasl_5,WLASL_AUG,train,data/selected/landmarks/here/27269_aug_4_speed_fast.npy,68,True
27271_aug_5,here,wlasl_5,WLASL_AUG,train,data/selected/landmarks/here/27271_aug_5_speed_slow.npy,78,True
68072_aug_6,here,wlasl_109,WLASL_AUG,train,data/selected/landmarks/here/68072_aug_6_jitter.npy,44,True
69365_aug_7,here,wlasl_115,WLASL_AUG,train,data/selected/landmarks/here/69365_aug_7_scale_rotate.npy,73,True
27254_aug_0_aug_8,here,wlasl_9,WLASL_AUG_AUG,val,data/selected/landmarks/here/27254_aug_0_aug_8_speed_fast.npy,35,True
27263_aug_1_aug_9,here,wlasl_38,WLASL_AUG_AUG,test,data/selected/landmarks/here/27263_aug_1_aug_9_speed_slow.npy,55,True
27264_aug_2_aug_10,here,wlasl_3,WLASL_AUG_AUG,train,data/selected/landmarks/here/27264_aug_2_aug_10_jitter.npy,60,True
27265_aug_3_aug_11,here,wlasl_21,WLASL_AUG_AUG,train,data/selected/landmarks/here/27265_aug_3_aug_11_scale_rotate.npy,45,True
27269_aug_4_aug_12,here,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/here/27269_aug_4_aug_12_speed_fast.npy,57,True
27271_aug_5_aug_13,here,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/here/27271_aug_5_aug_13_speed_slow.npy,85,True
68072_aug_6_aug_14,here,wlasl_109,WLASL_AUG_AUG,train,data/selected/landmarks/here/68072_aug_6_aug_14_jitter.npy,44,True
69365_aug_7_aug_15,here,wlasl_115,WLASL_AUG_AUG,train,data/selected/landmarks/here/69365_aug_7_aug_15_scale_rotate.npy,73,True
27254_aug_0_aug_8_aug_16,here,wlasl_9,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/here/27254_aug_0_aug_8_aug_16_speed_fast.npy,29,True
27263_aug_1_aug_9_aug_17,here,wlasl_38,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/here/27263_aug_1_aug_9_aug_17_speed_slow.npy,63,True
27264_aug_2_aug_10_aug_18,here,wlasl_3,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/here/27264_aug_2_aug_10_aug_18_jitter.npy,60,True
27265_aug_3_aug_11_aug_19,here,wlasl_21,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/here/27265_aug_3_aug_11_aug_19_scale_rotate.npy,45,True
36658,money,wlasl_5,WLASL,test,data/selected/landmarks/money/36658_orig.npy,56,False
36645,money,wlasl_9,WLASL,train,data/selected/landmarks/money/36645_orig.npy,50,False
36648,money,wlasl_56,WLASL,test,data/selected/landmarks/money/36648_orig.npy,29,False
36651,money,wlasl_32,WLASL,val,data/selected/landmarks/money/36651_orig.npy,29,False
36657,money,wlasl_5,WLASL,train,data/selected/landmarks/money/36657_orig.npy,64,False
36645_aug_0,money,wlasl_9,WLASL_AUG,train,data/selected/landmarks/money/36645_aug_0_speed_fast.npy,42,True
36648_aug_1,money,wlasl_56,WLASL_AUG,test,data/selected/landmarks/money/36648_aug_1_speed_slow.npy,33,True
36651_aug_2,money,wlasl_32,WLASL_AUG,val,data/selected/landmarks/money/36651_aug_2_jitter.npy,29,True
36652_aug_3,money,wlasl_13,WLASL_AUG,train,data/selected/landmarks/money/36652_aug_3_scale_rotate.npy,72,True
36657_aug_4,money,wlasl_5,WLASL_AUG,train,data/selected/landmarks/money/36657_aug_4_speed_fast.npy,54,True
36658_aug_5,money,wlasl_5,WLASL_AUG,test,data/selected/landmarks/money/36658_aug_5_speed_slow.npy,64,True
70075_aug_6,money,wlasl_121,WLASL_AUG,train,data/selected/landmarks/money/70075_aug_6_jitter.npy,40,True
36645_aug_0_aug_7,money,wlasl_9,WLASL_AUG_AUG,train,data/selected/landmarks/money/36645_aug_0_aug_7_scale_rotate.npy,42,True
36648_aug_1_aug_8,money,wlasl_56,WLASL_AUG_AUG,test,data/selected/landmarks/money/36648_aug_1_aug_8_speed_fast.npy,28,True
36651_aug_2_aug_9,money,wlasl_32,WLASL_AUG_AUG,val,data/selected/landmarks/money/36651_aug_2_aug_9_speed_slow.npy,33,True
36652_aug_3_aug_10,money,wlasl_13,WLASL_AUG_AUG,train,data/selected/landmarks/money/36652_aug_3_aug_10_jitter.npy,72,True
36657_aug_4_aug_11,money,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/money/36657_aug_4_aug_11_scale_rotate.npy,54,True
36658_aug_5_aug_12,money,wlasl_5,WLASL_AUG_AUG,test,data/selected/landmarks/money/36658_aug_5_aug_12_speed_fast.npy,54,True
70075_aug_6_aug_13,money,wlasl_121,WLASL_AUG_AUG,train,data/selected/landmarks/money/70075_aug_6_aug_13_speed_slow.npy,46,True
36645_aug_0_aug_7_aug_14,money,wlasl_9,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/money/36645_aug_0_aug_7_aug_14_jitter.npy,42,True
36648_aug_1_aug_8_aug_15,money,wlasl_56,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/money/36648_aug_1_aug_8_aug_15_scale_rotate.npy,28,True
36651_aug_2_aug_9_aug_16,money,wlasl_32,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/money/36651_aug_2_aug_9_aug_16_speed_fast.npy,28,True
36652_aug_3_aug_10_aug_17,money,wlasl_13,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/money/36652_aug_3_aug_10_aug_17_speed_slow.npy,82,True
